ticker,company,score,tier,avg_dollar_vol_20d,price,vsSMA50,vsSMA200,RSI14,ATR%,r60,vol_vs20,drawdown%,tags,reason
FSLY,Fastly,6.025030045654563,7.49,7.21,-2.61,50,4.28,-2.98,-22.97,-33.95,small,22543738.36,,below_cutoff
CNQ.TO,Canadian Natural Resources,6.01205857539627,43.16,0.26,1.38,62,1.59,1.37,72.52,-13.2,large,516218199.37,,below_cutoff
PSA,Public Storage,5.971353492060458,291.19,1.29,-1.79,60,1.36,-3.03,-18.19,-17.85,large,220851601.4,setup_protect,below_cutoff
FANG,Diamondback Energy,5.946523861854869,147.06,3.65,-1.89,64,2.37,4.1,-4.93,-24.34,large,307479660.6,,below_cutoff
KLAC,KLA,5.901583334167045,888.89,-1.48,18.25,44,2.33,14.83,-48.42,-6.76,large,910734486.76,,below_cutoff
TSN,Tyson Foods,5.893623682159174,57.43,3.91,-0.24,57,1.68,2.94,-33.38,-10.61,small,161126183.16,stall_risk;setup_protect,below_cutoff
INGN,Inogen,5.851401169778939,7.93,13.72,-2.09,83,5.19,24.1,-36.72,-38.91,small,2228250.65,,below_cutoff
RHHBY,Roche,5.844461706041863,40.91,2.23,5.99,68,1.05,2.33,114.98,-4.45,small,59803874.18,breakout_protect,below_cutoff
BIPC.TO,Brookfield Infrastructure,5.8164575591978025,55.91,-0.06,1.33,59,1.8,0.25,16.24,-9.04,small,10514434.57,setup_protect,below_cutoff
FWONA,Liberty Media (Series A),5.796263234064873,89.87,-1.61,5.26,62,1.88,2.19,18.17,-5.91,small,5924230.58,setup_protect,below_cutoff
FPI,Farmland Partners,5.769976488416411,11.06,-0.07,0.3,56,1.56,-3.15,-13.68,-10.65,small,3932327.85,breakout_protect;setup_protect,below_cutoff
SRG,Seritage Growth Properties,5.766361408882066,3.64,15.52,6.09,76,4.43,29.08,-69.7,-22.88,small,539448.02,RS_trend_protect;breakout_protect;low_liquidity_today,below_cutoff
HASI,HA Sustainable Infrastructure Capital,5.765407059464898,28.01,4.5,4.51,76,2.85,11.82,-39.15,-18.0,small,32861612.37,,below_cutoff
AMBC,Ambac Financial Group,5.730042899348593,8.85,12.16,-6.28,57,4.93,13.61,-10.55,-34.69,small,6975304.8,breakout_protect,below_cutoff
RBA.TO,RB Global,5.726469809885877,159.55,5.93,13.56,67,1.65,10.2,-25.8,-1.79,small,44554338.35,pullback_protect;stall_risk,below_cutoff
ARCC,Ares Capital,5.720219435419572,22.31,-0.44,4.03,47,1.04,3.83,-38.82,-4.04,small,74436309.27,setup_protect,below_cutoff
FR,First Industrial Realty Trust,5.671530574524508,52.44,6.49,3.9,70,1.86,7.21,179.32,-7.98,small,40793861.53,breakout_protect;pullback_protect,below_cutoff
NGKSY,Niterra Co,5.639548363141029,18.13,7.6,19.34,100,0.0,5.41,-100.0,0.0,small,181.3,low_liquidity_today,below_cutoff
MDRR,Medalist Diversified REIT,5.639530364932694,11.71,6.06,-1.63,62,4.13,2.62,64.38,-17.73,small,47015.65,,below_cutoff
FULC,Fulcrum Therapeutics,5.634768502375321,6.63,-6.55,34.3,47,5.07,-5.76,-59.66,-31.93,small,3732292.26,,below_cutoff
PWR,Quanta Services,5.6261273231700715,381.56,-1.13,16.61,44,2.36,7.06,-42.21,-9.51,large,420681344.11,,below_cutoff
IGM.TO,IGM Financial,5.62013505396062,49.05,8.54,11.33,74,1.34,11.98,-13.75,-0.57,small,12733134.55,,below_cutoff
ARZGY,GENERALI,5.614001210398687,19.55,4.93,18.08,51,0.76,9.4,148.42,-3.22,small,603606.23,pullback_protect,below_cutoff
GLPI,Gaming and Leisure Properties,5.6130546224930224,47.95,2.2,1.58,70,1.1,5.25,33.82,-4.63,small,81299226.29,pullback_protect,below_cutoff
TTNP,Titan Pharmaceuticals,5.596057535964134,4.73,5.59,18.07,68,7.54,-0.84,194.02,-29.72,small,396066.55,,below_cutoff
SANA,Sana Biotechnology,5.574574458213208,3.37,-8.2,25.09,63,7.33,44.02,-24.52,-44.84,small,20380158.56,RS_trend_protect,below_cutoff
NBA.LS,Novabase,5.551154556754707,7.9,0.18,21.2,45,1.04,-9.2,-90.14,-11.47,small,20429.01,low_liquidity_today,below_cutoff
KBR,KBR,5.53801577342774,51.61,6.56,-2.56,67,1.84,-0.42,-10.5,-27.7,small,78693380.63,breakout_protect,below_cutoff
KNYJY,Kone,5.521947163187977,31.2,-1.46,10.0,51,0.83,1.15,-41.52,-5.22,small,805584.02,setup_protect,below_cutoff
KRG,Kite Realty Group Trust,5.512099263631933,22.7,2.07,0.04,64,2.01,3.73,-18.77,-15.38,small,38893613.81,,below_cutoff
BEP,Brookfield Renewable Partners,5.506146214812495,25.44,-1.72,8.51,50,2.01,3.25,-54.07,-7.82,small,11952348.25,setup_protect,below_cutoff
AED.BR,Aedifica,5.490700636701577,65.0,-0.17,8.63,46,1.35,-1.59,-15.96,-3.85,small,4007721.25,setup_protect,below_cutoff
FRCOY,Fast Retailing,5.4714494416912975,32.15,0.7,-0.16,60,2.33,-4.2,-4.88,-12.05,small,2173340.1,stall_risk;setup_protect,below_cutoff
V,Visa,5.439735818646221,350.35,0.85,3.75,80,1.34,-4.07,-12.07,-5.99,large,2203216303.63,,below_cutoff
BNTC,Benitec Biopharma,5.426092126979546,12.86,3.06,2.73,67,5.17,-17.62,-20.79,-23.41,small,550407.99,stall_risk,below_cutoff
XIACY,Xiaomi,5.425674498726962,33.92,-4.12,14.98,57,1.43,-0.47,-54.66,-14.08,small,21277506.05,,below_cutoff
WGO,Winnebago Industries,5.393386864234318,36.47,14.73,-6.94,74,3.45,8.12,-50.14,-42.36,small,20409159.73,breakout_protect,below_cutoff
OMC,Omnicom,5.383938326585598,78.46,6.24,-2.07,74,1.94,10.88,0.75,-23.66,large,284699952.68,,below_cutoff
TWM.TO,Tidewater Midstream and Infrastructure,5.382489006060991,4.6,4.31,14.79,59,5.43,21.05,90.96,-33.33,small,70054.55,RS_trend_protect;pullback_protect,below_cutoff
LW,Lamb Weston,5.374278361052218,56.66,5.89,-1.97,72,2.26,2.44,-29.23,-29.81,small,84596212.77,,below_cutoff
SVII,Spring Valley Acquisition Corp II,5.334154774836504,12.05,1.25,4.26,57,1.67,2.55,-94.88,-2.35,small,917969.01,low_liquidity_today;stall_risk,below_cutoff
TKA.VI,Telekom Austria,5.3145545896116975,9.37,-1.2,9.83,64,1.56,1.08,-31.83,-4.58,small,430051.14,,below_cutoff
NTAP,NetApp,5.30955477344587,112.13,5.71,5.65,75,1.87,8.7,94.89,-14.07,small,193720268.45,breakout_protect,below_cutoff
YARIY,Yara International,5.2727315957585,18.32,-2.11,14.74,55,0.95,1.27,-9.4,-8.63,small,323531.19,setup_protect,below_cutoff
MSWV,Main Street Financial Services,5.2555305565425225,15.25,10.0,11.24,94,0.36,11.42,-83.05,0.0,small,62982.5,low_liquidity_today,below_cutoff
FTRE,Fortrea Holdings,5.250637913626331,9.03,45.86,-17.74,72,6.13,95.03,-25.29,-62.22,small,17711215.73,breakout_protect,below_cutoff
ULCC,Frontier Group,5.226005967668182,4.79,17.5,-11.22,70,7.61,18.56,-9.53,-52.39,small,24728494.55,,below_cutoff
WELL.TO,Well Health Technologies,5.196818572412699,4.77,4.64,-7.03,49,3.83,18.07,-21.92,-34.3,small,4804415.53,pullback_protect,below_cutoff
PEBO,Peoples Bancorp,5.186682707915002,31.16,4.43,3.07,76,1.84,6.79,8.69,-9.89,small,5200292.37,breakout_protect,below_cutoff
QETA,Quetta Acquisition,5.16009091025483,11.19,1.37,4.11,62,0.05,4.58,-100.0,0.0,small,279.75,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
REGN,Regeneron Pharmaceuticals,5.154333731514457,586.96,6.11,-7.13,61,2.95,20.5,-46.02,-50.95,large,635161178.98,pullback_protect;stall_risk,below_cutoff
BIIB,Biogen,5.1239366562641795,136.36,4.05,-0.98,66,2.68,3.43,-9.89,-33.47,large,212326156.95,,below_cutoff
NWC.TO,North West Co,5.108201011297991,50.44,3.89,1.9,63,1.75,-9.93,-24.38,-12.08,small,6390243.43,stall_risk,below_cutoff
YUM,Yum! Brands,5.107100681270379,145.33,-0.64,1.65,57,1.86,0.94,-20.08,-10.14,large,329670936.05,setup_protect,below_cutoff
EONGY,E.ON,5.100432921299186,18.32,-0.89,22.8,35,1.74,4.75,6.73,-5.08,small,1771452.37,,below_cutoff
TMDX,TransMedics,5.088410546344647,117.38,-2.77,26.7,52,4.43,-8.82,-42.61,-33.35,small,136819298.6,setup_protect,below_cutoff
PLAB,Photronics,5.078377763325939,23.97,19.54,12.69,77,3.12,34.59,272.66,-14.58,small,13769446.26,RS_trend_protect;breakout_protect;overheat_L1,below_cutoff
CPNG,Coupang,5.062564817545047,28.24,-4.07,11.21,55,1.78,0.07,-38.12,-10.32,large,299322958.77,,below_cutoff
COPL,Copley Acquisition,5.054188191407362,10.08,0.14,nan,46,0.52,0.8,-0.81,-0.2,small,459345.6,setup_protect,below_cutoff
GPAT,GP-Act III Acquisition Corp,5.044243729661165,10.57,0.12,2.19,54,0.14,0.62,-100.0,-0.24,small,1376706.35,low_liquidity_today,below_cutoff
AKR,Acadia Realty Trust,5.043619968280037,19.95,5.96,-4.76,63,2.2,4.65,1.82,-21.31,small,29621362.13,,below_cutoff
DTST,Data Storage,4.995493941977475,4.59,8.18,13.57,42,3.5,21.43,-77.54,-13.4,small,412732.81,RS_trend_protect;low_liquidity_today,below_cutoff
BDX,Becton Dickinson and Co,4.936594363634188,195.4,7.37,-4.44,63,1.62,15.19,-50.49,-20.72,large,525161908.6,pullback_protect;stall_risk,below_cutoff
POU.TO,Paramount Resources,4.916599271017131,20.36,-3.47,14.65,51,2.02,2.93,-25.59,-11.44,small,5961815.38,setup_protect,below_cutoff
SNY,Sanofi,4.904729772250301,50.11,2.89,0.88,72,1.25,1.87,-24.61,-11.93,small,135887297.46,,below_cutoff
FVR,FrontView REIT,4.884232732528209,13.42,9.37,-5.64,65,3.45,19.9,-65.28,-28.28,small,2740229.82,pullback_protect;low_liquidity_today;stall_risk,below_cutoff
KRUS,Kura Sushi USA,4.8650875101055515,81.03,-1.16,6.34,44,3.88,11.61,-26.12,-24.21,small,18294953.12,,below_cutoff
ARE.TO,Aecon Group,4.844834635478929,20.43,1.99,-3.98,57,2.12,7.49,-15.01,-28.93,small,7525901.36,pullback_protect,below_cutoff
MET,MetLife,4.839670130987786,81.11,4.43,2.47,81,1.67,3.04,-27.15,-6.1,large,284665280.34,,below_cutoff
ANPDY,ANTA Sports Products,4.839270387676347,338.16,13.97,20.51,98,2.13,12.95,525.64,-1.85,small,329706.0,pump_risk,below_cutoff_pump_risk
EPR,EPR Properties,4.823328198626486,54.95,-2.58,10.49,57,1.48,-1.54,3.22,-9.76,small,55100838.52,setup_protect,below_cutoff
QUBT,Quantum Computing,4.82110110955959,14.81,-13.45,32.79,42,6.36,19.44,-19.45,-42.33,large,226840259.38,,below_cutoff
KMTS,Kestra Medical Technologies,4.8201088720942495,18.0,11.43,nan,72,4.75,-8.3,-29.94,-29.96,small,3753540.0,,below_cutoff
MACI,Melar Acquisition,4.806829782219846,10.5,-0.06,2.19,60,0.08,0.77,-65.66,-0.47,small,1149697.5,low_liquidity_today,below_cutoff
EYEG,Kiora Pharmaceuticals,4.805042497568122,35.81,1.18,3.34,56,0.05,3.4,-91.87,-0.07,small,44040.15,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
BXC,BlueLinx,4.800213260434047,81.88,5.58,-6.75,65,3.96,21.12,-50.13,-37.81,small,9753135.87,pullback_protect;stall_risk,below_cutoff
MEQ.TO,Mainstreet Equity,4.746340979666698,196.78,3.13,0.82,56,2.09,3.06,-59.23,-7.37,small,868783.69,stall_risk;setup_protect,below_cutoff
FDSB,Fifth District Bancorp,4.740616511022683,13.86,6.93,10.38,84,1.81,9.85,71.22,0.0,small,131947.2,breakout_protect,below_cutoff
JBLU,JetBlue Airways,4.6593617960924,5.29,16.3,-4.92,75,3.9,1.54,-41.57,-34.61,small,89921985.0,,below_cutoff
CWT,California Water Service,4.65131419028856,47.15,2.8,1.59,56,1.71,1.81,-48.88,-12.82,small,15254911.49,stall_risk;setup_protect,below_cutoff
PBH.TO,Premium Brands,4.630239805658725,95.05,8.74,19.0,79,1.33,17.26,-39.2,-0.78,small,9426584.05,,below_cutoff
PRU,Prudential Financial,4.614402609067282,109.47,5.02,1.44,85,1.45,6.18,-28.39,-12.25,large,195846758.33,,below_cutoff
BYNO,byNordic Acquisition Corp,4.566717218893736,12.2,0.06,4.29,50,0.15,0.16,-100.0,-2.32,small,4697.0,low_liquidity_today,below_cutoff
BBVAE.MC,Banco Bilbao Vizcaya Argentaria,4.563441893554456,53.93,0.93,4.62,58,0.52,-0.07,-81.2,-1.75,small,92961.84,low_liquidity_today;stall_risk,below_cutoff
UHS,Universal Health Services,4.543525495663463,182.41,4.64,0.28,75,1.87,-3.39,-15.54,-24.23,small,145269502.82,,below_cutoff
LPLA,LPL Financial,4.538836188683312,366.0,-1.66,4.92,48,2.98,-5.1,-23.65,-8.19,large,315808590.0,setup_protect,below_cutoff
DRI,Darden Restaurants,4.468451554335804,206.26,-1.61,5.96,49,1.64,-4.38,-37.61,-8.01,small,195549944.29,setup_protect,below_cutoff
AAM,AA Mission Acquisition Corp,4.467833621316625,10.5,0.49,2.27,57,0.24,1.16,-77.17,0.0,small,846142.5,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
RCUS,Arcus Biosciences,4.467312903880233,10.56,13.0,-4.36,68,4.55,5.28,-32.17,-42.73,small,8057649.92,breakout_protect;stall_risk,below_cutoff
KREF,KKR Real Estate Finance Trust,4.4206732478576,9.46,3.86,-1.98,55,1.72,8.11,-30.38,-18.99,small,4847918.92,pullback_protect;stall_risk;setup_protect,below_cutoff
ANGO,AngioDynamics,4.4184093839023735,10.01,8.44,5.4,81,3.16,-8.58,-26.42,-22.64,small,3656953.38,breakout_protect,below_cutoff
AAV.TO,Advantage Energy,4.405552939134564,10.99,-2.03,7.72,56,2.71,-4.77,-25.41,-13.33,small,5566819.53,setup_protect,below_cutoff
DOV,Dover,4.40178392608386,182.71,0.18,-1.43,64,1.49,2.66,-44.22,-11.0,small,178956229.63,stall_risk,below_cutoff
ABL,Abacus Global Management,4.3830328538547585,6.91,23.16,-4.27,83,4.47,-9.55,-35.11,-34.93,small,4777262.94,overheat_L1;probe_ok_L1,below_cutoff
LEG,Leggett & Platt,4.36686845702281,9.73,2.38,2.29,71,3.21,7.84,-15.49,-29.99,small,18506945.63,,below_cutoff
CCK,Crown,4.358074945213485,99.83,-2.91,7.66,46,1.47,1.93,-5.42,-7.43,small,104391234.61,setup_protect,below_cutoff
LBTYA,Liberty Global (Class A),4.349477759525555,11.79,12.64,4.11,77,2.14,22.18,-32.79,-45.19,small,25842618.82,RS_trend_protect;breakout_protect,below_cutoff
TYIDY,Toyota Industries,4.347418444218084,109.91,-1.32,15.43,47,0.63,-1.21,-56.28,-14.33,small,301702.96,setup_protect,below_cutoff
HLNE,Hamilton Lane,4.334173939647584,154.52,2.54,-1.01,52,2.57,3.76,-26.49,-22.56,small,59232153.24,setup_protect,below_cutoff
GMVHY,Entain,4.306271669236972,11.9,-3.73,22.97,24,1.14,20.14,-52.88,-10.81,small,90916.0,RS_trend_protect,below_cutoff
INHD,Inno Holdings,4.275173034325437,5.38,245.98,42.84,86,13.13,298.52,409.32,-38.37,small,73039715.45,RS_trend_protect;pump_risk;overheat_L3,below_cutoff_pump_risk
BCSF,Bain Capital Specialty Finance,4.253953056796897,15.57,2.55,-0.59,70,1.33,2.67,-31.97,-13.57,small,4099035.97,breakout_protect;stall_risk,below_cutoff
TKC,Turkcell Iletisim Hizmetleri,4.2283841130161575,6.18,5.55,-1.74,66,1.38,4.92,106.0,-16.81,small,4180491.78,breakout_protect,below_cutoff
TPZ.TO,Topaz Energy,4.21408373382321,25.33,-0.64,0.99,47,1.41,0.68,14.23,-10.23,small,6159876.03,setup_protect,below_cutoff
SGIOY,Shionogi & Co,4.2126262994763914,8.62,-0.26,11.19,41,1.42,3.86,-59.14,-5.48,small,843811.79,,below_cutoff
ITRI,Itron,4.206097384900949,123.93,-4.87,8.23,48,1.95,3.71,-20.6,-10.47,small,89311394.02,,below_cutoff
FTG.TO,Firan Technology,4.1944030370066105,11.69,0.25,29.49,50,4.17,10.28,90.18,-6.85,small,490512.38,pullback_protect,below_cutoff
ESHA,ESH Acquisition,4.191152663689713,11.18,0.82,2.3,64,0.02,2.29,-100.0,-5.89,small,447.2,low_liquidity_today;stall_risk,below_cutoff
SOUN,SoundHound AI,4.166061040135396,11.91,0.63,2.96,55,9.53,19.94,-7.92,-50.85,large,667337002.5,pullback_protect;stall_risk,below_cutoff
SII.TO,Sprott,4.161518532879211,89.31,-4.01,23.53,41,2.25,8.93,-48.47,-13.31,small,7192134.1,,below_cutoff
JBL,Jabil,4.1613340406197015,207.9,-4.5,24.95,37,2.69,20.22,-16.16,-9.72,large,278881209.81,RS_trend_protect,below_cutoff
PPL.TO,Pembina Pipeline,4.160248111767803,51.94,2.12,-0.5,59,1.46,1.03,-39.38,-10.47,small,149718863.94,stall_risk;setup_protect,below_cutoff
MDXG,MiMedx,4.089688143534262,7.17,6.72,-6.44,52,2.73,10.65,-58.53,-26.46,small,5332113.96,pullback_protect,below_cutoff
DYNX,Dynamix,4.078144340926242,11.16,4.9,nan,58,4.69,10.93,-9.04,-6.92,small,10666337.25,pullback_protect;stall_risk;setup_protect,below_cutoff
AIG,American International,4.060990007508397,82.21,0.96,4.17,82,1.26,-3.4,16.04,-5.79,large,319402699.49,,below_cutoff
MDP.TO,Medexus Pharmaceuticals,4.056659687609257,3.11,6.54,6.44,64,5.54,5.07,243.84,-36.79,small,178638.39,breakout_protect;pullback_protect,below_cutoff
MANU,Manchester United,4.029125855326048,17.09,-3.27,7.28,33,2.03,20.44,6.53,-11.17,small,2797803.92,RS_trend_protect,below_cutoff
CVLG,Covenant Logistics,4.0266331115323535,24.4,0.55,-1.0,57,2.91,5.18,-39.42,-18.92,small,1945533.97,pullback_protect;stall_risk;setup_protect,below_cutoff
CVKD,Cadrenal Therapeutics,4.022027666741022,13.93,17.76,-8.52,73,6.5,1.75,55.16,-31.88,small,471321.56,breakout_protect,below_cutoff
FBRX,Forte Biosciences,4.0095704703325685,11.16,-1.12,-4.04,62,8.69,16.86,31.04,-60.14,small,766468.79,,below_cutoff
GOFPY,OPAP,3.9977407915598744,11.28,-0.7,16.41,42,2.19,5.82,-60.43,-5.45,small,678379.18,low_liquidity_today,below_cutoff
AC.TO,Air Canada,3.9747545259464525,19.61,-3.81,2.0,59,2.6,3.98,-40.16,-24.31,small,60918466.9,setup_protect,below_cutoff
SLM,SLM,3.9441831689752727,31.71,-1.86,7.12,51,2.77,-2.54,-7.46,-7.82,small,58930655.05,setup_protect,below_cutoff
G,Genpact,3.9308011451687075,45.41,2.89,-1.45,74,2.0,6.67,29.8,-17.64,small,96917427.42,breakout_protect,below_cutoff
ACU,Acme United Corp,3.9193913679476644,41.02,-1.27,3.67,51,3.64,4.18,-45.55,-7.99,small,339030.3,setup_protect,below_cutoff
ALOT,AstroNova,3.9067744345859836,11.07,0.54,0.03,47,3.81,22.19,-60.12,-34.65,small,72176.4,RS_trend_protect;pullback_protect;low_liquidity_today,below_cutoff
VLGEA,Village Super Market,3.8926058375669665,36.25,-0.63,5.27,65,2.06,-6.59,-26.48,-7.27,small,1336175.0,,below_cutoff
DPZ,Domino's Pizza,3.876593085424691,452.55,-1.17,-0.73,58,2.23,-2.2,26.37,-8.69,large,306392180.99,setup_protect,below_cutoff
DAO,Youdao,3.8730826388038997,8.71,-1.44,7.34,49,4.35,-2.57,-24.78,-21.53,small,1104732.85,setup_protect,below_cutoff
EXE.TO,Extendicare,3.8413608543948845,13.1,-0.94,7.38,59,2.06,-8.82,-23.2,-10.23,small,2338546.57,setup_protect,below_cutoff
KGS,Kodiak Gas Services,3.7789937019465527,35.31,6.97,-3.8,68,3.27,-2.2,-44.55,-26.27,small,79139423.33,stall_risk,below_cutoff
KHC,Kraft Heinz,3.7729205138126525,27.89,2.38,-2.27,53,1.8,4.11,-20.07,-19.62,large,318923537.52,,below_cutoff
MTSI,MACOM Technology Solutions,3.7616565403132083,129.63,-3.5,3.78,53,2.83,2.18,-18.85,-12.87,small,110573746.02,setup_protect,below_cutoff
RMR,RMR Group,3.7524246224708655,16.76,1.4,-1.0,59,2.53,10.7,-55.33,-28.26,small,1707089.82,pullback_protect;stall_risk;setup_protect,below_cutoff
ICL.TA,ICL Group,3.744012248294739,2158.0,-3.79,0.9,51,1.88,-11.56,-64.04,-12.7,large,4442350576.3,low_liquidity_today,below_cutoff
BLND,Blend Labs,3.740929164841383,3.6,6.95,-3.45,51,6.33,-2.17,-0.99,-32.71,small,13378067.65,,below_cutoff
WBA,Walgreens Boots Alliance,3.7315790293192137,11.98,2.72,10.95,54,1.15,6.68,1149.02,-7.35,large,433524795.83,pullback_protect,below_cutoff
CAPN,Cayson Acquisition Corp,3.720112836907271,10.38,0.3,2.01,55,0.01,1.47,-100.0,-1.05,small,18165.0,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
QCOM,Qualcomm,3.718037027890309,159.77,2.62,3.15,76,2.0,7.92,-42.9,-8.76,large,1272210998.07,breakout_protect,below_cutoff
GPN,Global Payments,3.708987727586718,87.84,6.99,-6.41,68,2.51,16.29,-37.78,-25.82,large,231695558.34,pullback_protect;stall_risk,below_cutoff
FTII,FutureTech II Acquisition Corp,3.7077636441339554,12.02,0.33,3.7,26,0.61,2.74,-53.62,-4.98,small,20734.5,,below_cutoff
PRVA,Privia Health,3.6723756935384877,21.75,4.11,-2.44,72,3.11,-5.31,-48.69,-15.34,small,21795457.5,,below_cutoff
PINS,Pinterest,3.6644145796417913,36.16,-0.51,10.57,37,2.91,9.15,-40.31,-9.6,large,433048542.17,,below_cutoff
TS,Tenaris,3.660150555030117,35.98,-2.05,0.33,57,1.41,1.98,3.9,-7.64,small,52723292.33,setup_protect,below_cutoff
ADVM,Adverum Biotechnologies,3.640145415991991,3.04,18.03,-21.46,69,7.26,21.12,-35.61,-64.15,small,292736.8,stall_risk,below_cutoff
RSG,Republic Services,3.611781478292474,234.9,-1.85,1.81,48,1.24,-8.19,-27.85,-8.76,large,288164742.01,setup_protect,below_cutoff
HON,Honeywell International,3.569167983211459,221.25,-1.89,1.74,66,1.1,-1.93,-32.7,-7.49,large,694270331.25,,below_cutoff
BCH,Banco de Chile,3.5574952259505532,28.4,-1.46,8.73,50,1.88,-6.18,-6.21,-10.38,small,6825513.91,setup_protect,below_cutoff
OAKU,Oak Woods Acquisition,3.5513742609948267,11.8,0.23,1.89,64,0.03,0.43,-100.0,-1.34,small,5133.0,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
UVE,Universal Insurance,3.5443471015928374,24.57,-0.68,7.91,66,1.89,-10.82,-44.71,-12.56,small,4021617.55,,below_cutoff
BHLB,Berkshire Hills Bancorp,3.5223526322188965,26.51,4.45,-0.14,78,1.83,6.65,69.47,-13.68,small,11145599.4,,below_cutoff
ARE,Alexandria Real Estate Equities,3.50015480847272,81.72,6.67,-4.5,72,2.46,18.37,-40.64,-30.67,small,124603797.66,breakout_protect,below_cutoff
ILMN,Illumina,3.468836732458039,99.54,1.03,-4.49,61,2.47,21.64,-36.67,-35.84,small,183754325.59,pullback_protect;stall_risk,below_cutoff
RNR,RenaissanceRe,3.440746445720772,244.34,1.15,-0.59,59,1.54,-2.46,40.02,-14.6,small,79379956.31,,below_cutoff
DAR,Darling Ingredients,3.4232064985172377,34.44,-1.4,-0.74,66,3.62,12.07,-16.17,-20.0,small,77062079.93,,below_cutoff
SOLV,Solventum,3.406957871372223,72.89,-1.07,0.95,53,2.31,-1.84,-35.39,-13.27,small,97969625.93,setup_protect,below_cutoff
OSUR,OraSure Technologies,3.381591967306007,3.34,9.52,-0.15,76,4.56,12.84,42.15,-26.27,small,2112282.75,,below_cutoff
UGI,UGI,3.3458827620310525,35.01,-2.07,9.21,45,1.52,-2.44,-23.68,-5.74,small,64339974.52,setup_protect,below_cutoff
PRAA,PRA Group,3.323966097575473,17.09,8.61,-7.99,66,3.37,18.52,-52.27,-30.87,small,5367712.7,pullback_protect;stall_risk,below_cutoff
DLR,Digital Realty Trust,3.3194850035128,169.73,-1.43,1.49,46,1.67,-1.63,-7.45,-11.35,large,246924895.08,setup_protect,below_cutoff
CHT,Chunghwa Telecom,3.306853171840828,43.98,-1.25,10.45,36,0.88,4.81,-22.47,-3.95,small,5763578.94,,below_cutoff
MFC.TO,Manulife Financial Corp,3.2843385225792323,41.82,-0.17,-0.98,62,1.26,-3.65,16.02,-7.91,large,346682360.87,setup_protect,below_cutoff
CLF,Cleveland-Cliffs,3.256796945529107,10.79,13.58,13.78,74,4.22,42.72,11.8,-23.2,small,188588644.38,RS_trend_protect;breakout_protect,below_cutoff
WST,West Pharmaceutical Services,3.2431930259006174,245.97,5.36,-4.34,59,1.84,16.87,-46.54,-29.12,small,134497626.52,pullback_protect;stall_risk,below_cutoff
